SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,PricePerSqft,PropertyAge,ListingCategory
2392,2,2,Rural,1993,221965.118,92.79,32,Mid-Range
2207,2,2,Suburb,1959,110514.9806,50.07,66,Budget
2039,3,2,Rural,1972,204836.1947,100.46,53,Mid-Range
1755,4,2,Suburb,2012,229121.369,130.55,13,Mid-Range
2529,5,1,Suburb,2004,287706.2502,113.76,21,High-End
2109,4,2,Urban,2007,197924.038,93.85,18,Mid-Range
1710,4,1,Rural,1962,170701.1819,99.83,63,Budget
2033,4,1,Urban,1962,152535.8967,75.03,63,Budget
1476,2,2,Rural,1978,196756.9997,133.3,47,Mid-Range
2187,4,1,Rural,1951,140623.1562,64.3,74,Budget
1023,2,3,Suburb,2001,220386.8124,215.43,24,Mid-Range
2599,3,1,Urban,2003,275341.3197,105.94,22,High-End
1311,5,2,Rural,1958,98423.00029,75.07,67,Budget
2261,3,3,Rural,1977,130511.871,57.72,48,Budget
1461,3,1,Suburb,2013,104798.9717,71.73,12,Budget
2485,5,2,Rural,1985,246559.7451,99.22,40,Mid-Range
2880,4,3,Rural,1952,270752.1151,94.01,73,High-End
2261,4,2,Urban,2018,186239.3773,82.37,7,Budget
1021,2,2,Urban,1985,143514.3531,140.56,40,Budget
1179,4,2,Rural,2018,112632.2873,95.53,7,Budget
2841,5,3,Urban,1975,262272.2462,92.32,50,High-End
2582,3,3,Urban,1963,437047.7134,169.27,62,High-End
1790,4,3,Rural,2016,148310.3026,82.85,9,Budget
2759,2,2,Rural,1968,282523.9087,102.4,57,High-End
1729,3,3,Suburb,1978,150020.667,86.77,47,Budget
2522,3,1,Urban,1985,413242.4124,163.86,40,High-End
2498,2,1,Urban,1995,328099.0663,131.34,30,High-End
1748,3,2,Suburb,2005,237616.6028,135.94,20,Mid-Range
1715,2,3,Rural,1959,140667.0352,82.02,66,Budget
1338,2,2,Urban,2016,223443.8591,167,9,Mid-Range
1530,5,2,Rural,2013,42983.58642,28.09,12,Budget
1691,5,3,Suburb,2014,315718.7926,186.71,11,High-End
1161,4,2,Suburb,1981,117323.5291,101.05,44,Budget
2820,5,3,Rural,1963,301977.468,107.08,62,High-End
2084,3,2,Suburb,1953,205308.1087,98.52,72,Mid-Range
2108,4,3,Urban,2017,283986.7304,134.72,8,High-End
2570,4,2,Suburb,2005,239208.7379,93.08,20,Mid-Range
1489,2,1,Urban,1950,129878.9347,87.23,75,Budget
1004,5,1,Urban,1953,119570.9691,119.09,72,Budget
1075,2,2,Rural,1964,180771.8172,168.16,61,Budget
2276,4,2,Rural,2004,356987.4264,156.85,21,High-End
1006,2,1,Urban,1989,103853.4882,103.23,36,Budget
1680,3,1,Urban,2006,141884.6722,84.46,19,Budget
2665,3,1,Suburb,1956,321470.2646,120.63,69,High-End
1472,4,2,Urban,2017,261259.7203,177.49,8,High-End
2161,3,1,Urban,2018,169454.2524,78.41,7,Budget
2381,5,2,Urban,1959,297774.7195,125.06,66,High-End
1811,4,3,Urban,2000,319610.112,176.48,25,High-End
1837,5,2,Urban,1983,217922.9412,118.63,42,Mid-Range
1602,3,2,Suburb,2005,207185.6071,129.33,20,Mid-Range
2186,2,2,Suburb,2004,251164.136,114.9,21,Mid-Range
1317,5,1,Suburb,1974,151538.0062,115.06,51,Budget
2481,5,2,Rural,1968,417153.3055,168.14,57,High-End
2276,3,3,Rural,1953,277165.3595,121.78,72,High-End
2224,5,2,Rural,1981,292756.7228,131.64,44,High-End
2555,5,3,Rural,1981,204444.3046,80.02,44,Mid-Range
2764,2,2,Suburb,1971,282729.1489,102.29,54,High-End
2698,4,3,Suburb,2007,340213.4347,126.1,18,High-End
2188,3,3,Suburb,1996,219936.8622,100.52,29,Mid-Range
1231,2,1,Urban,1977,197981.842,160.83,48,Mid-Range
1327,2,3,Suburb,1996,124789.7937,94.04,29,Budget
1237,4,2,Rural,2004,157093.5521,127,21,Budget
2143,4,3,Suburb,1966,321297.6334,149.93,59,High-End
1949,3,3,Rural,1991,216631.6786,111.15,34,Mid-Range
2886,3,3,Rural,1991,369470.7924,128.02,34,High-End
1894,3,1,Rural,1969,241747.3365,127.64,56,Mid-Range
2904,2,2,Urban,1989,269228.4518,92.71,36,High-End
1618,5,3,Urban,1977,148354.758,91.69,48,Budget
1249,4,2,Rural,1976,228942.6053,183.3,49,Mid-Range
2359,3,2,Rural,1951,293516.5437,124.42,74,High-End
2307,3,3,Urban,2004,223525.0479,96.89,21,Mid-Range
1197,2,1,Rural,1953,119966.7861,100.22,72,Budget
1415,3,1,Suburb,1991,111027.9247,78.46,34,Budget
1731,2,2,Suburb,1987,98117.22156,56.68,38,Budget
2418,5,1,Suburb,2015,290868.6346,120.29,10,High-End
1937,2,1,Suburb,1987,200290.9886,103.4,38,Mid-Range
2174,4,3,Rural,1992,200282.4235,92.13,33,Mid-Range
2821,2,1,Suburb,2000,191190.9192,67.77,25,Mid-Range
2288,5,3,Suburb,1963,286053.2296,125.02,62,High-End
2243,5,1,Suburb,1998,302617.6518,134.92,27,High-End
2239,4,3,Urban,1950,239315.0193,106.88,75,Mid-Range
2338,2,2,Suburb,1972,283557.5231,121.28,53,High-End
2691,4,2,Rural,1987,308292.6574,114.56,38,High-End
1215,5,3,Rural,1963,169184.4257,139.25,62,Budget
2358,2,1,Urban,1958,268972.4494,114.07,67,High-End
2382,3,3,Rural,1971,284366.973,119.38,54,High-End
2649,5,1,Rural,1983,310956.0375,117.39,42,High-End
2184,5,1,Urban,1991,270178.6121,123.71,34,High-End
1814,4,2,Suburb,2003,221901.9794,122.33,22,Mid-Range
1609,5,2,Urban,1994,268244.2998,166.71,31,High-End
1510,4,1,Rural,1963,149413.9547,98.95,62,Budget
1917,2,3,Urban,1962,163114.8251,85.09,63,Budget
1156,3,3,Rural,2000,118657.6329,102.65,25,Budget
1161,3,1,Urban,1967,81282.64014,70.01,58,Budget
1041,4,3,Suburb,1998,100390.0685,96.44,27,Budget
2203,3,2,Rural,1952,168335.5311,76.41,73,Budget
1302,3,1,Rural,2013,157270.5735,120.79,12,Budget
2353,5,3,Urban,1965,274750.5996,116.77,60,High-End
2586,5,1,Suburb,1977,314347.946,121.56,48,High-End
2013,2,1,Suburb,2017,178841.1135,88.84,8,Budget
1763,5,2,Suburb,2016,293371.5367,166.4,9,High-End
2452,5,3,Suburb,2004,311243.5008,126.93,21,High-End
2373,5,1,Urban,1965,205805.7961,86.73,60,Mid-Range
1119,5,1,Urban,2011,75975.48068,67.9,14,Budget
2098,3,3,Urban,2011,210499.4346,100.33,14,Mid-Range
1673,3,3,Urban,2019,128627.695,76.88,6,Budget
1660,3,3,Rural,1998,197801.0694,119.16,27,Mid-Range
1122,5,3,Rural,1996,154350.8297,137.57,29,Budget
1652,3,1,Urban,1971,147147.0359,89.07,54,Budget
2205,2,3,Urban,1973,209872.8326,95.18,52,Mid-Range
1920,2,1,Suburb,1958,173115.1321,90.16,67,Budget
2013,5,1,Suburb,2004,238865.9432,118.66,21,Mid-Range
2913,3,3,Suburb,1963,320179.282,109.91,62,High-End
1788,2,2,Urban,1990,163612.3979,91.51,35,Budget
1256,4,2,Suburb,1990,135345.8761,107.76,35,Budget
2977,5,2,Rural,1965,249627.1591,83.85,60,Mid-Range
2860,2,1,Rural,2004,264391.7368,92.44,21,High-End
1756,2,1,Suburb,1971,218393.0924,124.37,54,Mid-Range
1597,2,2,Suburb,1998,163399.8356,102.32,27,Budget
2606,4,3,Rural,1975,208740.1003,80.1,50,Mid-Range
2292,4,1,Suburb,1983,244570.5025,106.71,42,Mid-Range
2516,4,3,Urban,1989,316204.2285,125.68,36,High-End
2203,2,1,Rural,1996,291684.2406,132.4,29,High-End
1790,4,2,Rural,1975,126264.1703,70.54,50,Budget
2172,5,2,Urban,1982,272789.2153,125.59,43,High-End
2541,4,3,Rural,1968,314707.6365,123.85,57,High-End
2171,5,3,Suburb,1964,250519.3973,115.39,61,Mid-Range
2867,2,1,Rural,1969,323478.3302,112.83,56,High-End
1679,3,1,Urban,1954,110487.0305,65.81,71,Budget
2032,5,1,Suburb,1994,242235.923,119.21,31,Mid-Range
2201,5,1,Suburb,2013,216176.3177,98.22,12,Mid-Range
1795,5,3,Urban,1973,165113.3411,91.99,52,Budget
2418,2,2,Rural,1984,337031.7229,139.38,41,High-End
2651,5,3,Suburb,1980,344489.2165,129.95,45,High-End
1607,2,3,Suburb,1963,97019.5436,60.37,62,Budget
1330,5,2,Suburb,1988,302370.6805,227.35,37,High-End
2879,2,3,Rural,1999,332848.0635,115.61,26,High-End
1055,3,3,Suburb,1995,69311.2178,65.7,30,Budget
2230,2,1,Urban,1957,228286.2393,102.37,68,Mid-Range
1104,2,3,Urban,1952,185236.9194,167.79,73,Budget
1546,3,3,Urban,1991,230139.0622,148.86,34,Mid-Range
2744,2,3,Suburb,1958,249454.0025,90.91,67,Mid-Range
1792,2,3,Urban,2012,194831.0134,108.72,13,Mid-Range
2904,5,3,Rural,2013,390672.1524,134.53,12,High-End
2378,2,1,Rural,1960,285233.6174,119.95,65,High-End
2682,5,1,Rural,1956,327359.4519,122.06,69,High-End
1488,3,2,Urban,1969,177274.6687,119.14,56,Budget
2822,2,3,Urban,1996,157549.4851,55.83,29,Budget
2616,3,3,Rural,1961,301191.9701,115.13,64,High-End
2526,3,1,Urban,1998,223919.6412,88.65,27,Mid-Range
2073,4,2,Urban,1985,248807.7182,120.02,40,Mid-Range
2110,2,3,Urban,1970,52046.94035,24.67,55,Budget
2726,2,1,Rural,1968,240050.0312,88.06,57,Mid-Range
1302,5,1,Urban,2003,224398.6588,172.35,22,Mid-Range
2024,5,3,Urban,1995,225605.505,111.47,30,Mid-Range
2404,4,3,Suburb,1976,257660.4239,107.18,49,Mid-Range
2977,4,2,Urban,1970,354470.3174,119.07,55,High-End
1649,2,1,Rural,2003,160721.2945,97.47,22,Budget
1647,2,1,Rural,1963,199552.9182,121.16,62,Mid-Range
2385,4,3,Suburb,2021,205888.3474,86.33,4,Mid-Range
1380,2,3,Rural,2007,109972.7863,79.69,18,Budget
2689,2,1,Urban,1954,365851.3228,136.05,71,High-End
1161,2,2,Suburb,1956,125923.5581,108.46,69,Budget
1018,4,1,Rural,1971,229386.6405,225.33,54,Mid-Range
1973,4,2,Suburb,1991,225571.2273,114.33,34,Mid-Range
2863,3,2,Rural,2017,270771.2144,94.58,8,High-End
1242,5,2,Suburb,1977,89446.00708,72.02,48,Budget
1128,3,1,Rural,1962,193346.6271,171.41,63,Mid-Range
2199,2,3,Rural,1990,250512.6255,113.92,35,Mid-Range
1408,2,3,Rural,1982,125939.5881,89.45,43,Budget
1791,3,1,Urban,1952,241081.8476,134.61,73,Mid-Range
1942,3,2,Suburb,1955,272951.179,140.55,70,High-End
2107,3,1,Rural,2013,199989.1179,94.92,12,Mid-Range
2399,2,3,Rural,2003,379885.259,158.35,22,High-End
1221,2,2,Urban,2001,142759.8146,116.92,24,Budget
2348,3,1,Urban,1989,248640.0039,105.89,36,Mid-Range
2474,4,1,Urban,2012,377456.2931,152.57,13,High-End
2439,5,1,Urban,2013,318008.6755,130.38,12,High-End
2680,5,2,Suburb,1953,323771.687,120.81,72,High-End
1444,3,2,Urban,1987,264732.557,183.33,38,High-End
1617,4,1,Rural,1987,167164.1005,103.38,38,Budget
2348,5,3,Suburb,1956,268705.7023,114.44,69,High-End
1522,4,3,Suburb,1973,189447.7904,124.47,52,Mid-Range
1165,5,2,Urban,1985,187197.8218,160.68,40,Budget
1707,5,3,Urban,1994,108199.8567,63.39,31,Budget
1742,2,1,Urban,1973,152529.4651,87.56,52,Budget
2682,4,2,Suburb,2003,217824.2231,81.22,22,Mid-Range
2894,5,1,Suburb,1985,275424.8809,95.17,40,High-End
2261,4,1,Urban,1968,296718.9186,131.23,57,High-End
2008,3,2,Suburb,1972,255216.7224,127.1,53,Mid-Range
1912,3,1,Urban,1970,213071.0251,111.44,55,Mid-Range
2036,4,3,Urban,1971,290266.3245,142.57,54,High-End
2754,5,1,Suburb,1996,323596.1845,117.5,29,High-End
2280,3,1,Rural,1960,283420.0357,124.31,65,High-End
2537,3,3,Suburb,2002,258349.3229,101.83,23,Mid-Range
2233,5,2,Rural,2019,171307.7758,76.72,6,Budget
2507,3,2,Suburb,1971,374609.3117,149.43,54,High-End
1364,3,3,Rural,1951,123905.998,90.84,74,Budget
1224,5,1,Rural,1982,88428.74979,72.25,43,Budget
1995,4,3,Suburb,1975,220297.2624,110.42,50,Mid-Range
1193,4,2,Urban,2006,117507.0724,98.5,19,Budget
2219,5,2,Rural,1955,270310.3475,121.82,70,High-End
2423,5,1,Rural,2018,234075.1576,96.61,7,Mid-Range
2795,4,3,Urban,2007,291743.1934,104.38,18,High-End
1056,5,1,Suburb,1967,79160.07977,74.96,58,Budget
2992,4,2,Suburb,1996,313085.3611,104.64,29,High-End
2648,4,2,Urban,2004,237763.2411,89.79,21,Mid-Range
1212,2,1,Urban,2018,121726.0348,100.43,7,Budget
2302,3,1,Rural,2003,224149.2342,97.37,22,Mid-Range
2779,5,2,Urban,1981,310213.9966,111.63,44,High-End
2403,2,3,Urban,1960,213099.8287,88.68,65,Mid-Range
1116,4,2,Suburb,1985,78445.64346,70.29,40,Budget
2921,5,1,Rural,1999,282531.3526,96.72,26,High-End
2474,3,3,Rural,1950,179626.255,72.61,75,Budget
1598,4,1,Suburb,2021,153530.731,96.08,4,Budget
1409,2,1,Suburb,1965,39754.10017,28.21,60,Budget
2916,4,3,Rural,1951,288938.762,99.09,74,High-End
2390,5,2,Suburb,1981,297625.9035,124.53,44,High-End
2798,3,1,Suburb,2011,319181.4944,114.07,14,High-End
1811,4,1,Urban,1996,209418.2046,115.64,29,Mid-Range
1928,5,2,Urban,2014,186165.601,96.56,11,Budget
2136,5,2,Rural,2017,284262.0895,133.08,8,High-End
2983,4,3,Urban,1978,252056.6905,84.5,47,Mid-Range
2187,3,2,Rural,2003,210990.7499,96.47,22,Mid-Range
1003,5,2,Suburb,1999,96163.11334,95.88,26,Budget
2653,2,1,Rural,1953,280799.8519,105.84,72,High-End
1022,2,1,Urban,2018,89787.86055,87.86,7,Budget
1920,3,2,Urban,1968,203228.6842,105.85,57,Mid-Range
1744,3,3,Rural,1991,167275.062,95.91,34,Budget
1601,2,3,Rural,1961,255029.6651,159.29,64,Mid-Range
1987,3,1,Rural,1997,204315.2201,102.83,28,Mid-Range
2790,2,3,Rural,2008,196974.5007,70.6,17,Mid-Range
2115,4,3,Urban,2009,310340.8725,146.73,16,High-End
1468,2,1,Rural,2002,154689.8561,105.37,23,Budget
1969,3,2,Urban,2002,310051.64,157.47,23,High-End
2178,4,2,Rural,1969,286441.3959,131.52,56,High-End
2842,3,1,Urban,1986,229840.1609,80.87,39,Mid-Range
1626,2,1,Suburb,1953,92690.29467,57.01,72,Budget
1206,4,1,Rural,1960,196303.4649,162.77,65,Mid-Range
2013,5,2,Urban,1971,239069.0958,118.76,54,Mid-Range
1080,2,3,Rural,1960,28845.04392,26.71,65,Budget
1614,4,2,Rural,2006,131394.2935,81.41,19,Budget
1482,5,2,Urban,2001,116132.1765,78.36,24,Budget
2988,3,1,Rural,1984,278439.1896,93.19,41,High-End
1591,2,3,Suburb,1979,134862.7205,84.77,46,Budget
2430,4,2,Urban,1950,345348.6755,142.12,75,High-End
2126,5,3,Urban,1953,175910.2811,82.74,72,Budget
2263,4,3,Suburb,1976,192470.902,85.05,49,Mid-Range
2288,4,1,Suburb,1996,214041.439,93.55,29,Mid-Range
1032,2,3,Urban,1966,140833.4475,136.47,59,Budget
1034,3,2,Suburb,2003,131387.6615,127.07,22,Budget
2272,5,3,Suburb,1992,227983.5102,100.34,33,Mid-Range
1999,3,1,Suburb,1996,209652.8914,104.88,29,Mid-Range
2073,5,2,Rural,1962,274245.669,132.29,63,High-End
1279,4,3,Rural,1989,99773.61476,78.01,36,Budget
2777,5,2,Suburb,1976,339468.5292,122.24,49,High-End
1151,5,2,Urban,1991,177643.7591,154.34,34,Budget
2682,3,1,Rural,1981,206812.9725,77.11,44,Mid-Range
2574,5,2,Rural,1992,334677.5962,130.02,33,High-End
1700,2,1,Urban,1959,214679.1802,126.28,66,Mid-Range
2560,3,1,Urban,1986,311474.6968,121.67,39,High-End
2779,3,3,Rural,1956,211492.2389,76.1,69,Mid-Range
1734,2,1,Suburb,1960,256421.0207,147.88,65,Mid-Range
2018,2,3,Urban,2006,231655.6168,114.79,19,Mid-Range
2253,3,2,Urban,1950,280915.8114,124.69,75,High-End
1664,3,2,Suburb,1966,243165.7357,146.13,59,Mid-Range
1922,3,1,Urban,2015,221325.4781,115.15,10,Mid-Range
2311,4,3,Urban,1978,321576.9721,139.15,47,High-End
2418,5,2,Rural,2011,261575.5616,108.18,14,High-End
1452,2,3,Suburb,2007,114611.1584,78.93,18,Budget
1619,4,2,Suburb,1997,173883.8402,107.4,28,Budget
2056,4,3,Rural,2012,253916.0543,123.5,13,Mid-Range
2938,4,1,Urban,1950,315414.1932,107.36,75,High-End
2386,5,2,Urban,2009,352771.4584,147.85,16,High-End
2134,4,1,Suburb,1988,265863.3406,124.58,37,High-End
2144,3,1,Rural,1990,137201.346,63.99,35,Budget
1015,2,3,Rural,2018,148609.1711,146.41,7,Budget
1738,5,1,Urban,1992,301935.8546,173.73,33,High-End
2546,5,1,Urban,1996,328619.632,129.07,29,High-End
1714,3,1,Rural,1966,273141.8997,159.36,59,High-End
1713,2,1,Rural,1966,292469.1533,170.74,59,High-End
1097,4,3,Urban,1979,34180.95337,31.16,46,Budget
1115,5,3,Rural,1960,228691.0819,205.1,65,Mid-Range
1964,2,1,Urban,2003,243014.3681,123.73,22,Mid-Range
2494,5,2,Rural,1969,265721.1102,106.54,56,High-End
2462,2,1,Suburb,1989,310706.7916,126.2,36,High-End
2304,2,1,Suburb,1955,346428.2043,150.36,70,High-End
1348,2,2,Suburb,1952,187997.6775,139.46,73,Budget
1231,3,2,Suburb,1955,151540.0556,123.1,70,Budget
2996,5,1,Suburb,1990,448600.0482,149.73,35,High-End
2134,4,3,Suburb,1998,311393.6096,145.92,27,High-End
2375,3,3,Rural,1971,293254.5358,123.48,54,High-End
2953,4,2,Suburb,1951,333623.9597,112.98,74,High-End
2035,3,1,Suburb,1970,219170.2118,107.7,55,Mid-Range
1983,3,1,Urban,1958,105827.8439,53.37,67,Budget
2511,3,1,Urban,2011,210465.7984,83.82,14,Mid-Range
2556,2,1,Urban,1966,328647.7185,128.58,59,High-End
1638,5,1,Suburb,2001,228886.739,139.74,24,Mid-Range
1284,2,2,Rural,1952,174622.4713,136,73,Budget
2970,2,3,Rural,1984,294647.4129,99.21,41,High-End
2656,2,2,Urban,2009,344982.8297,129.89,16,High-End
1635,3,2,Suburb,1968,180278.6662,110.26,57,Budget
2942,3,1,Urban,2018,263202.3913,89.46,7,High-End
1544,4,2,Urban,1973,227634.3806,147.43,52,Mid-Range
1391,5,1,Urban,1980,182445.6067,131.16,45,Budget
2193,2,2,Urban,1995,256076.03,116.77,30,Mid-Range
1076,2,1,Urban,1997,132247.9722,122.91,28,Budget
2988,2,3,Rural,1972,303223.1436,101.48,53,High-End
1296,5,1,Suburb,1972,207845.0367,160.37,53,Mid-Range
1329,5,1,Suburb,1958,308639.1281,232.23,67,High-End
2086,5,3,Suburb,1974,254027.6482,121.78,51,Mid-Range
1269,2,1,Urban,1978,107626.7194,84.81,47,Budget
1215,5,1,Rural,1996,130339.4969,107.28,29,Budget
2213,2,3,Rural,1963,237314.2632,107.24,62,Mid-Range
2098,2,1,Rural,2017,194795.8563,92.85,8,Mid-Range
2709,5,2,Suburb,1991,352130.2403,129.99,34,High-End
1509,3,1,Suburb,1954,203586.5539,134.91,71,Mid-Range
1578,2,2,Suburb,1950,211195.2741,133.84,75,Mid-Range
2116,2,3,Urban,1979,251903.2022,119.05,46,Mid-Range
2076,3,2,Suburb,1976,251785.015,121.28,49,Mid-Range
1495,5,3,Rural,2003,126081.4183,84.34,22,Budget
1947,4,1,Suburb,1970,183297.5629,94.14,55,Budget
1093,3,1,Urban,1976,165193.3494,151.14,49,Budget
1624,5,3,Rural,1988,158959.779,97.88,37,Budget
1228,2,2,Rural,1960,70670.4079,57.55,65,Budget
1249,3,2,Rural,2009,171969.6141,137.69,16,Budget
2414,2,2,Rural,2001,275630.747,114.18,24,High-End
1720,3,2,Rural,1991,191450.1973,111.31,34,Mid-Range
1979,4,1,Rural,1994,215701.7659,109,31,Mid-Range
1181,2,2,Rural,2014,122614.9065,103.82,11,Budget
1266,5,3,Urban,1986,135097.687,106.71,39,Budget
2003,3,2,Rural,1987,276757.07,138.17,38,High-End
1280,3,3,Suburb,1976,155287.8647,121.32,49,Budget
2978,3,3,Urban,2017,229510.2067,77.07,8,Mid-Range
1961,2,1,Urban,2015,210527.1282,107.36,10,Mid-Range
1666,5,3,Rural,2015,88284.47555,52.99,10,Budget
2106,3,2,Urban,1994,270001.3523,128.21,31,High-End
2209,2,2,Urban,1979,205007.0721,92.81,46,Mid-Range
2884,2,1,Rural,2009,281043.2252,97.45,16,High-End
2674,4,2,Urban,1982,341924.3879,127.87,43,High-End
2590,5,3,Urban,1970,348931.0575,134.72,55,High-End
1530,4,2,Suburb,2001,146778.9059,95.93,24,Budget
2371,3,3,Suburb,1954,293207.206,123.66,71,High-End
1422,2,2,Rural,1963,151003.4621,106.19,62,Budget
1980,3,2,Urban,1951,264249.4262,133.46,74,High-End
2881,2,2,Rural,2004,409419.0346,142.11,21,High-End
1453,2,3,Urban,2020,183220.7534,126.1,5,Budget
1266,5,3,Urban,1968,92841.41039,73.33,57,Budget
1506,3,1,Urban,2010,196273.9086,130.33,15,Mid-Range
2165,5,3,Urban,1960,222355.6696,102.7,65,Mid-Range
1315,2,3,Rural,1952,163910.8416,124.65,73,Budget
2699,3,2,Urban,1967,261571.164,96.91,58,High-End
1763,2,2,Urban,1995,240780.8881,136.57,30,Mid-Range
2255,3,1,Urban,1998,251002.2897,111.31,27,Mid-Range
2320,3,1,Urban,1954,274131.7813,118.16,71,High-End
1897,4,1,Suburb,2015,229672.2759,121.07,10,Mid-Range
1952,4,2,Rural,1978,262201.968,134.32,47,High-End
1874,5,1,Urban,1976,170032.9149,90.73,49,Budget
2595,2,2,Urban,2002,329402.8977,126.94,23,High-End
1915,5,2,Urban,2012,153797.8435,80.31,13,Budget
1021,3,1,Rural,1967,85933.81662,84.17,58,Budget
1383,5,3,Rural,1988,240573.531,173.95,37,Mid-Range
2149,3,1,Suburb,2006,189567.9055,88.21,19,Mid-Range
1102,5,1,Suburb,2016,156810.1105,142.3,9,Budget
1899,5,2,Urban,1963,158907.6791,83.68,62,Budget
2975,3,2,Urban,1960,303620.5185,102.06,65,High-End
1732,3,3,Urban,2004,158710.6932,91.63,21,Budget
1109,5,2,Urban,1969,180588.9085,162.84,56,Budget
2593,3,3,Urban,1998,226455.2753,87.33,27,Mid-Range
2495,5,3,Urban,1989,204602.5224,82.01,36,Mid-Range
2088,2,3,Urban,1974,264801.7233,126.82,51,High-End
2495,4,3,Suburb,1981,245421.0809,98.37,44,Mid-Range
2593,3,1,Urban,2009,284476.8818,109.71,16,High-End
1669,3,1,Suburb,2019,141086.1875,84.53,6,Budget
2099,5,1,Rural,1999,170524.0894,81.24,26,Budget
2042,3,1,Urban,1987,162897.4007,79.77,38,Budget
1383,2,2,Urban,1970,79630.15393,57.58,55,Budget
1189,4,3,Rural,2014,105300.1382,88.56,11,Budget
1761,4,2,Rural,1950,224656.9582,127.57,75,Mid-Range
1359,3,1,Rural,1953,211796.9797,155.85,72,Mid-Range
1874,2,3,Rural,1991,145796.1481,77.8,34,Budget
1885,4,3,Rural,1953,223661.803,118.65,72,Mid-Range
2475,4,2,Suburb,1975,243906.0773,98.55,50,Mid-Range
1078,2,1,Rural,2021,61717.39741,57.25,4,Budget
1595,4,2,Rural,2011,204049.2216,127.93,14,Mid-Range
2195,5,3,Urban,1996,271055.953,123.49,29,High-End
2235,2,1,Suburb,2012,274863.1338,122.98,13,High-End
1885,4,1,Suburb,1998,202337.3366,107.34,27,Mid-Range
2014,2,2,Rural,1955,169584.5289,84.2,70,Budget
2468,3,2,Suburb,1972,304173.9212,123.25,53,High-End
1148,4,2,Urban,1953,119316.9614,103.93,72,Budget
1009,4,1,Rural,2010,182939.73,181.31,15,Budget
2565,5,3,Urban,1975,296540.7349,115.61,50,High-End
1791,5,1,Rural,1976,231770.6464,129.41,49,Mid-Range
2967,4,1,Rural,2021,342956.2425,115.59,4,High-End
2078,2,1,Suburb,1971,173981.1308,83.73,54,Budget
1871,4,1,Urban,1987,220411.9825,117.8,38,Mid-Range
2662,5,2,Suburb,1957,329858.3234,123.91,68,High-End
1179,5,2,Suburb,2012,130972.391,111.09,13,Budget
1743,4,3,Rural,1972,303656.684,174.21,53,High-End
1380,2,1,Urban,1961,132603.6754,96.09,64,Budget
2445,4,1,Urban,1968,387307.7666,158.41,57,High-End
1450,4,3,Urban,1969,228255.9598,157.42,56,Mid-Range
2116,2,1,Suburb,1982,274645.4477,129.79,43,High-End
2543,2,1,Urban,1959,388070.2645,152.6,66,High-End
2436,2,3,Urban,2020,318261.081,130.65,5,High-End
2782,4,3,Rural,1969,344451.6456,123.81,56,High-End
1393,3,3,Urban,1955,133234.5982,95.65,70,Budget
1964,2,3,Urban,1970,208054.9043,105.93,55,Mid-Range
2354,4,1,Rural,1999,227571.6513,96.67,26,Mid-Range
2731,3,3,Rural,1983,270538.8697,99.06,42,High-End
1432,5,3,Urban,1977,256517.8918,179.13,48,Mid-Range
1953,3,2,Rural,2002,185339.2092,94.9,23,Budget
2186,2,2,Urban,1961,261653.8492,119.7,64,High-End
1945,2,3,Suburb,2007,278071.0766,142.97,18,High-End
2063,2,3,Suburb,2003,261105.6454,126.57,22,High-End
1765,5,2,Rural,2014,248393.1083,140.73,11,Mid-Range
1907,2,3,Rural,2000,142617.7809,74.79,25,Budget
1084,2,2,Rural,1963,154353.5127,142.39,62,Budget
1783,4,2,Rural,1986,241832.7186,135.63,39,Mid-Range
2613,4,2,Urban,1977,322841.1607,123.55,48,High-End
2748,5,1,Urban,2019,287373.2464,104.58,6,High-End
1815,2,2,Urban,1956,155879.8767,85.88,69,Budget
2790,4,3,Rural,1980,246701.3439,88.42,45,Mid-Range
2114,2,3,Suburb,1953,173168.5701,81.92,72,Budget
2507,2,2,Urban,1976,310117.2186,123.7,49,High-End
2408,3,1,Suburb,1988,133655.5536,55.5,37,Budget
2216,2,3,Urban,1973,245842.5586,110.94,52,Mid-Range
2276,3,2,Urban,1983,219786.522,96.57,42,Mid-Range
2813,4,3,Rural,1950,345380.304,122.78,75,High-End
2678,2,2,Rural,2005,347417.3423,129.73,20,High-End
